Region,Segment,Sub-segment,Sub-segment 1,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033
U.S.,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,"1,315.00","1,388.00","1,468.00","1,552.00","1,636.00","1,722.00","1,811.00","1,905.00","2,006.00","2,113.00","2,223.00","2,332.00","2,442.00"
U.S.,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",376.00,398.00,419.00,440.00,462.00,486.00,513.00,541.00,571.00,602.00,633.00,666.00,699.00
Canada,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,"1,226.00","1,274.00","1,319.00","1,362.00","1,406.00","1,456.00","1,510.00","1,566.00","1,621.00","1,672.00","1,724.00","1,777.00","1,829.00"
Canada,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,"1,837.00","1,938.00","2,037.00","2,136.00","2,239.00","2,354.00","2,482.00","2,622.00","2,766.00","2,914.00","3,068.00","3,232.00","3,402.00"
Canada,By Equipment Type,Storage Equipment,Silos,102.00,106.00,111.00,115.00,120.00,125.00,130.00,134.00,139.00,144.00,149.00,154.00,159.00
Canada,By Equipment Type,Storage Equipment,Storage bins and hoppers,793.00,829.00,862.00,894.00,927.00,964.00,"1,005.00","1,050.00","1,095.00","1,140.00","1,185.00","1,232.00","1,279.00"
Canada,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,393.00,411.00,429.00,449.00,470.00,492.00,516.00,540.00,566.00,591.00,617.00,643.00,669.00
Canada,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",905.00,937.00,970.00,"1,006.00","1,044.00","1,084.00","1,125.00","1,166.00","1,207.00","1,249.00","1,295.00","1,341.00","1,387.00"
Canada,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,"1,157.00","1,202.00","1,249.00","1,299.00","1,352.00","1,410.00","1,472.00","1,538.00","1,608.00","1,677.00","1,745.00","1,808.00","1,870.00"
Canada,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"1,956.00","2,052.00","2,157.00","2,272.00","2,397.00","2,530.00","2,669.00","2,812.00","2,957.00","3,102.00","3,250.00","3,401.00","3,553.00"
Canada,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,898.00,946.00,996.00,"1,050.00","1,109.00","1,171.00","1,236.00","1,305.00","1,377.00","1,451.00","1,527.00","1,604.00","1,681.00"
Canada,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,419.00,433.00,446.00,459.00,472.00,486.00,503.00,521.00,539.00,556.00,575.00,593.00,613.00
Canada,By Equipment Type,Sorting and Grading Equipment,Optical sorters,197.00,213.00,231.00,250.00,272.00,294.00,319.00,346.00,375.00,405.00,437.00,472.00,508.00
Canada,By Equipment Type,Sorting and Grading Equipment,Size graders,"1,142.00","1,198.00","1,257.00","1,318.00","1,377.00","1,436.00","1,496.00","1,563.00","1,636.00","1,711.00","1,789.00","1,866.00","1,941.00"
Canada,By Equipment Type,Sorting and Grading Equipment,Weight graders,680.00,716.00,752.00,787.00,823.00,863.00,908.00,955.00,"1,004.00","1,053.00","1,105.00","1,157.00","1,211.00"
Canada,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,399.00,414.00,430.00,447.00,465.00,484.00,503.00,523.00,544.00,564.00,585.00,605.00,624.00
Canada,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,28.00,30.00,31.00,33.00,35.00,37.00,40.00,42.00,44.00,47.00,50.00,53.00,56.00
Canada,By Equipment Type,Thermal Processing Equipment,Roasting systems,615.00,656.00,701.00,751.00,805.00,863.00,924.00,988.00,"1,055.00","1,125.00","1,201.00","1,280.00","1,362.00"
Canada,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,438.00,460.00,485.00,511.00,536.00,562.00,589.00,617.00,647.00,678.00,711.00,743.00,776.00
Canada,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",62.00,66.00,70.00,73.00,77.00,81.00,85.00,89.00,94.00,99.00,104.00,109.00,114.00
U.K.,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,719.00,751.00,781.00,811.00,842.00,875.00,912.00,952.00,993.00,"1,033.00","1,075.00","1,117.00","1,160.00"
U.K.,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,"1,580.00","1,682.00","1,791.00","1,904.00","2,019.00","2,137.00","2,261.00","2,397.00","2,548.00","2,708.00","2,877.00","3,049.00","3,224.00"
U.K.,By Equipment Type,Storage Equipment,Silos,91.00,95.00,99.00,102.00,106.00,111.00,116.00,121.00,126.00,131.00,136.00,142.00,147.00
U.K.,By Equipment Type,Storage Equipment,Storage bins and hoppers,723.00,757.00,791.00,828.00,867.00,910.00,959.00,"1,010.00","1,063.00","1,115.00","1,167.00","1,218.00","1,269.00"
U.K.,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,342.00,360.00,377.00,394.00,412.00,432.00,454.00,478.00,503.00,528.00,554.00,581.00,610.00
U.K.,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",705.00,738.00,774.00,810.00,845.00,880.00,916.00,955.00,998.00,"1,043.00","1,090.00","1,137.00","1,183.00"
U.K.,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,833.00,874.00,918.00,963.00,"1,006.00","1,050.00","1,096.00","1,145.00","1,201.00","1,258.00","1,318.00","1,377.00","1,436.00"
U.K.,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"1,564.00","1,655.00","1,752.00","1,854.00","1,957.00","2,058.00","2,163.00","2,276.00","2,402.00","2,538.00","2,680.00","2,822.00","2,966.00"
U.K.,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,667.00,706.00,748.00,793.00,842.00,894.00,951.00,"1,012.00","1,077.00","1,144.00","1,212.00","1,281.00","1,349.00"
U.K.,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,338.00,351.00,366.00,381.00,397.00,414.00,431.00,450.00,468.00,487.00,506.00,525.00,543.00
U.K.,By Equipment Type,Sorting and Grading Equipment,Optical sorters,186.00,202.00,220.00,240.00,261.00,285.00,312.00,341.00,371.00,404.00,438.00,474.00,512.00
U.K.,By Equipment Type,Sorting and Grading Equipment,Size graders,"1,018.00","1,073.00","1,126.00","1,179.00","1,234.00","1,295.00","1,362.00","1,432.00","1,503.00","1,572.00","1,643.00","1,718.00","1,794.00"
U.K.,By Equipment Type,Sorting and Grading Equipment,Weight graders,539.00,570.00,604.00,640.00,679.00,720.00,763.00,808.00,854.00,900.00,948.00,996.00,"1,046.00"
U.K.,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,310.00,325.00,341.00,358.00,375.00,391.00,407.00,423.00,441.00,460.00,480.00,499.00,518.00
U.K.,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,24.00,25.00,27.00,28.00,30.00,32.00,34.00,36.00,38.00,41.00,43.00,46.00,48.00
U.K.,By Equipment Type,Thermal Processing Equipment,Roasting systems,423.00,456.00,491.00,528.00,568.00,609.00,652.00,700.00,752.00,809.00,871.00,935.00,"1,001.00"
U.K.,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,339.00,359.00,378.00,399.00,421.00,443.00,465.00,490.00,517.00,546.00,577.00,609.00,641.00
U.K.,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",68.00,72.00,76.00,80.00,84.00,89.00,94.00,100.00,106.00,112.00,118.00,125.00,131.00
Germany,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,"1,092.00","1,142.00","1,194.00","1,250.00","1,308.00","1,370.00","1,435.00","1,504.00","1,575.00","1,648.00","1,720.00","1,792.00","1,863.00"
Germany,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,"2,027.00","2,161.00","2,304.00","2,459.00","2,625.00","2,802.00","2,992.00","3,193.00","3,407.00","3,628.00","3,860.00","4,100.00","4,346.00"
Germany,By Equipment Type,Storage Equipment,Silos,125.00,131.00,137.00,143.00,150.00,157.00,164.00,172.00,179.00,187.00,196.00,205.00,214.00
Germany,By Equipment Type,Storage Equipment,Storage bins and hoppers,905.00,952.00,"1,002.00","1,057.00","1,116.00","1,179.00","1,244.00","1,311.00","1,379.00","1,452.00","1,528.00","1,607.00","1,687.00"
Germany,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,502.00,529.00,559.00,591.00,627.00,665.00,707.00,750.00,796.00,841.00,887.00,933.00,980.00
Germany,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",879.00,919.00,961.00,"1,006.00","1,054.00","1,105.00","1,160.00","1,219.00","1,280.00","1,342.00","1,404.00","1,464.00","1,522.00"
Germany,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,"1,156.00","1,221.00","1,283.00","1,345.00","1,410.00","1,482.00","1,562.00","1,649.00","1,738.00","1,829.00","1,922.00","2,019.00","2,118.00"
Germany,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"2,289.00","2,424.00","2,569.00","2,726.00","2,900.00","3,092.00","3,291.00","3,493.00","3,697.00","3,910.00","4,137.00","4,376.00","4,621.00"
Germany,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,"1,107.00","1,185.00","1,264.00","1,345.00","1,430.00","1,524.00","1,629.00","1,740.00","1,854.00","1,969.00","2,090.00","2,219.00","2,353.00"
Germany,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,456.00,480.00,506.00,533.00,560.00,588.00,616.00,644.00,674.00,705.00,736.00,766.00,797.00
Germany,By Equipment Type,Sorting and Grading Equipment,Optical sorters,286.00,312.00,341.00,373.00,409.00,447.00,489.00,536.00,586.00,639.00,696.00,757.00,822.00
Germany,By Equipment Type,Sorting and Grading Equipment,Size graders,"1,316.00","1,384.00","1,457.00","1,535.00","1,619.00","1,710.00","1,807.00","1,911.00","2,021.00","2,133.00","2,246.00","2,357.00","2,468.00"
Germany,By Equipment Type,Sorting and Grading Equipment,Weight graders,694.00,736.00,782.00,829.00,876.00,925.00,976.00,"1,032.00","1,094.00","1,161.00","1,232.00","1,305.00","1,380.00"
Germany,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,179.00,188.00,198.00,208.00,218.00,228.00,238.00,249.00,261.00,274.00,288.00,302.00,316.00
Germany,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,38.00,41.00,44.00,47.00,50.00,54.00,57.00,61.00,66.00,70.00,75.00,80.00,85.00
Germany,By Equipment Type,Thermal Processing Equipment,Roasting systems,551.00,597.00,647.00,702.00,759.00,819.00,883.00,953.00,"1,030.00","1,111.00","1,199.00","1,292.00","1,389.00"
Germany,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,428.00,451.00,475.00,502.00,530.00,562.00,596.00,633.00,672.00,712.00,754.00,795.00,837.00
Germany,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",81.00,86.00,92.00,98.00,104.00,110.00,117.00,124.00,132.00,140.00,149.00,158.00,167.00
Italy,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,500.00,517.00,537.00,557.00,576.00,594.00,611.00,629.00,649.00,669.00,690.00,710.00,730.00
Italy,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,920.00,971.00,"1,025.00","1,082.00","1,139.00","1,195.00","1,251.00","1,312.00","1,380.00","1,453.00","1,529.00","1,606.00","1,683.00"
Italy,By Equipment Type,Storage Equipment,Silos,53.00,54.00,56.00,59.00,60.00,62.00,64.00,66.00,68.00,70.00,73.00,75.00,77.00
Italy,By Equipment Type,Storage Equipment,Storage bins and hoppers,407.00,423.00,440.00,457.00,474.00,489.00,506.00,523.00,542.00,563.00,585.00,607.00,629.00
Italy,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,194.00,202.00,212.00,221.00,231.00,240.00,250.00,260.00,271.00,283.00,295.00,306.00,318.00
Italy,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",386.00,401.00,417.00,434.00,450.00,466.00,482.00,498.00,515.00,531.00,547.00,563.00,578.00
Italy,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,536.00,556.00,578.00,600.00,624.00,648.00,674.00,701.00,728.00,755.00,782.00,809.00,835.00
Italy,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"1,039.00","1,087.00","1,132.00","1,177.00","1,224.00","1,275.00","1,333.00","1,394.00","1,457.00","1,520.00","1,584.00","1,651.00","1,716.00"
Italy,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,444.00,466.00,490.00,515.00,543.00,572.00,602.00,632.00,663.00,696.00,731.00,766.00,802.00
Italy,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,194.00,201.00,209.00,216.00,224.00,231.00,238.00,246.00,254.00,262.00,270.00,277.00,284.00
Italy,By Equipment Type,Sorting and Grading Equipment,Optical sorters,125.00,135.00,145.00,157.00,169.00,182.00,197.00,213.00,231.00,249.00,268.00,287.00,307.00
Italy,By Equipment Type,Sorting and Grading Equipment,Size graders,557.00,579.00,602.00,627.00,653.00,680.00,709.00,737.00,764.00,794.00,825.00,856.00,886.00
Italy,By Equipment Type,Sorting and Grading Equipment,Weight graders,351.00,367.00,384.00,401.00,418.00,434.00,452.00,471.00,492.00,515.00,538.00,562.00,585.00
Italy,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,86.00,89.00,92.00,95.00,99.00,102.00,106.00,109.00,113.00,116.00,119.00,123.00,126.00
Italy,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,14.00,14.00,15.00,16.00,17.00,18.00,19.00,20.00,21.00,22.00,23.00,24.00,25.00
Italy,By Equipment Type,Thermal Processing Equipment,Roasting systems,398.00,424.00,451.00,480.00,512.00,547.00,583.00,619.00,656.00,695.00,737.00,781.00,826.00
Italy,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,244.00,255.00,266.00,277.00,288.00,299.00,311.00,324.00,338.00,353.00,368.00,384.00,398.00
Italy,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",49.00,51.00,54.00,56.00,59.00,62.00,65.00,68.00,71.00,74.00,78.00,81.00,85.00
France,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,857.00,891.00,923.00,954.00,986.00,"1,020.00","1,059.00","1,101.00","1,143.00","1,184.00","1,225.00","1,266.00","1,306.00"
France,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,"1,288.00","1,363.00","1,438.00","1,513.00","1,592.00","1,677.00","1,772.00","1,876.00","1,982.00","2,089.00","2,200.00","2,315.00","2,432.00"
France,By Equipment Type,Storage Equipment,Silos,90.00,93.00,97.00,100.00,104.00,109.00,113.00,118.00,122.00,127.00,131.00,135.00,139.00
France,By Equipment Type,Storage Equipment,Storage bins and hoppers,581.00,605.00,631.00,659.00,688.00,717.00,747.00,779.00,815.00,854.00,894.00,933.00,972.00
France,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,281.00,295.00,310.00,326.00,342.00,358.00,375.00,392.00,411.00,431.00,451.00,472.00,493.00
France,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",605.00,627.00,650.00,675.00,701.00,729.00,757.00,786.00,814.00,844.00,876.00,909.00,943.00
France,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,664.00,692.00,722.00,753.00,782.00,811.00,841.00,875.00,912.00,951.00,991.00,"1,032.00","1,072.00"
France,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"1,324.00","1,395.00","1,471.00","1,552.00","1,632.00","1,714.00","1,798.00","1,887.00","1,983.00","2,083.00","2,187.00","2,289.00","2,390.00"
France,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,634.00,668.00,704.00,743.00,784.00,827.00,874.00,924.00,976.00,"1,030.00","1,085.00","1,142.00","1,200.00"
France,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,279.00,290.00,303.00,316.00,328.00,341.00,353.00,366.00,380.00,394.00,408.00,422.00,436.00
France,By Equipment Type,Sorting and Grading Equipment,Optical sorters,169.00,183.00,198.00,216.00,235.00,256.00,279.00,303.00,329.00,356.00,384.00,415.00,447.00
France,By Equipment Type,Sorting and Grading Equipment,Size graders,818.00,855.00,893.00,935.00,978.00,"1,023.00","1,071.00","1,120.00","1,171.00","1,222.00","1,274.00","1,326.00","1,378.00"
France,By Equipment Type,Sorting and Grading Equipment,Weight graders,491.00,518.00,543.00,569.00,596.00,626.00,658.00,694.00,731.00,769.00,807.00,847.00,887.00
France,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,143.00,149.00,155.00,162.00,168.00,174.00,180.00,186.00,194.00,201.00,210.00,218.00,226.00
France,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,16.00,17.00,19.00,20.00,21.00,22.00,23.00,25.00,26.00,28.00,30.00,31.00,33.00
France,By Equipment Type,Thermal Processing Equipment,Roasting systems,446.00,477.00,509.00,545.00,583.00,624.00,668.00,715.00,764.00,816.00,870.00,927.00,985.00
France,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,287.00,302.00,317.00,333.00,348.00,366.00,385.00,405.00,425.00,445.00,466.00,487.00,509.00
France,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",50.00,52.00,55.00,58.00,61.00,64.00,67.00,71.00,74.00,78.00,82.00,86.00,91.00
Spain,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,391.00,403.00,415.00,428.00,439.00,450.00,460.00,471.00,484.00,498.00,512.00,525.00,537.00
Spain,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,774.00,808.00,844.00,883.00,925.00,969.00,"1,017.00","1,066.00","1,116.00","1,165.00","1,213.00","1,260.00","1,305.00"
Spain,By Equipment Type,Storage Equipment,Silos,50.00,51.00,52.00,53.00,55.00,56.00,58.00,60.00,61.00,63.00,65.00,66.00,67.00
Spain,By Equipment Type,Storage Equipment,Storage bins and hoppers,340.00,349.00,359.00,370.00,381.00,394.00,408.00,424.00,439.00,455.00,470.00,484.00,498.00
Spain,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,175.00,182.00,190.00,198.00,205.00,212.00,220.00,228.00,236.00,245.00,254.00,262.00,271.00
Spain,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",366.00,376.00,386.00,398.00,411.00,423.00,436.00,448.00,459.00,472.00,484.00,497.00,509.00
Spain,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,391.00,403.00,415.00,429.00,443.00,458.00,473.00,488.00,503.00,518.00,535.00,552.00,569.00
Spain,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,818.00,852.00,890.00,928.00,967.00,"1,006.00","1,045.00","1,087.00","1,131.00","1,178.00","1,225.00","1,271.00","1,315.00"
Spain,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,385.00,404.00,424.00,445.00,465.00,485.00,505.00,527.00,551.00,577.00,603.00,630.00,657.00
Spain,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,158.00,162.00,166.00,170.00,175.00,179.00,185.00,190.00,195.00,200.00,205.00,210.00,214.00
Spain,By Equipment Type,Sorting and Grading Equipment,Optical sorters,95.00,102.00,109.00,117.00,126.00,134.00,143.00,153.00,165.00,177.00,190.00,203.00,217.00
Spain,By Equipment Type,Sorting and Grading Equipment,Size graders,447.00,464.00,479.00,494.00,509.00,525.00,544.00,564.00,584.00,603.00,623.00,642.00,661.00
Spain,By Equipment Type,Sorting and Grading Equipment,Weight graders,256.00,267.00,278.00,290.00,303.00,316.00,330.00,343.00,357.00,371.00,387.00,402.00,417.00
Spain,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,80.00,82.00,84.00,86.00,89.00,92.00,95.00,98.00,101.00,104.00,106.00,109.00,111.00
Spain,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,9.00,10.00,10.00,11.00,12.00,12.00,13.00,13.00,14.00,15.00,15.00,16.00,17.00
Spain,By Equipment Type,Thermal Processing Equipment,Roasting systems,253.00,269.00,286.00,305.00,323.00,342.00,362.00,384.00,407.00,431.00,457.00,483.00,509.00
Spain,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,166.00,172.00,179.00,185.00,193.00,201.00,209.00,217.00,225.00,234.00,242.00,251.00,260.00
Spain,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",28.00,29.00,31.00,32.00,33.00,35.00,37.00,38.00,40.00,42.00,43.00,45.00,47.00
Russia,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,201.00,204.00,208.00,212.00,217.00,221.00,226.00,231.00,236.00,241.00,245.00,250.00,254.00
Russia,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,370.00,383.00,397.00,413.00,428.00,446.00,465.00,485.00,506.00,527.00,548.00,567.00,587.00
Russia,By Equipment Type,Storage Equipment,Silos,21.00,21.00,22.00,22.00,23.00,23.00,24.00,24.00,25.00,26.00,26.00,27.00,27.00
Russia,By Equipment Type,Storage Equipment,Storage bins and hoppers,149.00,153.00,156.00,161.00,165.00,171.00,176.00,182.00,188.00,194.00,199.00,204.00,209.00
Russia,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,77.00,80.00,83.00,85.00,88.00,92.00,95.00,98.00,102.00,105.00,108.00,112.00,115.00
Russia,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",187.00,192.00,197.00,202.00,208.00,213.00,219.00,225.00,231.00,236.00,240.00,245.00,249.00
Russia,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,201.00,207.00,212.00,218.00,224.00,231.00,238.00,246.00,253.00,260.00,266.00,273.00,280.00
Russia,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,423.00,439.00,456.00,472.00,488.00,504.00,520.00,537.00,557.00,577.00,598.00,618.00,637.00
Russia,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,170.00,176.00,183.00,190.00,198.00,206.00,215.00,225.00,234.00,244.00,254.00,263.00,272.00
Russia,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,67.00,69.00,70.00,72.00,74.00,75.00,77.00,79.00,81.00,83.00,85.00,86.00,88.00
Russia,By Equipment Type,Sorting and Grading Equipment,Optical sorters,33.00,35.00,37.00,40.00,43.00,46.00,49.00,53.00,57.00,60.00,64.00,69.00,73.00
Russia,By Equipment Type,Sorting and Grading Equipment,Size graders,234.00,240.00,247.00,254.00,261.00,269.00,277.00,286.00,295.00,305.00,313.00,321.00,328.00
Russia,By Equipment Type,Sorting and Grading Equipment,Weight graders,149.00,154.00,160.00,166.00,172.00,178.00,183.00,189.00,196.00,204.00,211.00,219.00,226.00
Russia,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,97.00,99.00,102.00,105.00,107.00,109.00,112.00,114.00,117.00,120.00,123.00,126.00,129.00
Russia,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,4.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,6.00,6.00,6.00,6.00,7.00
Russia,By Equipment Type,Thermal Processing Equipment,Roasting systems,159.00,168.00,177.00,187.00,198.00,209.00,220.00,233.00,246.00,259.00,273.00,286.00,300.00
Russia,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,110.00,114.00,118.00,122.00,127.00,132.00,136.00,141.00,146.00,151.00,156.00,160.00,165.00
Russia,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",16.00,17.00,18.00,19.00,19.00,20.00,21.00,21.00,22.00,23.00,24.00,25.00,26.00
Rest of Europe,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,840.00,853.00,866.00,883.00,902.00,921.00,939.00,955.00,968.00,980.00,994.00,"1,007.00","1,018.00"
Rest of Europe,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,"1,154.00","1,197.00","1,245.00","1,294.00","1,343.00","1,390.00","1,438.00","1,489.00","1,543.00","1,598.00","1,654.00","1,710.00","1,763.00"
Rest of Europe,By Equipment Type,Storage Equipment,Silos,66.00,67.00,68.00,69.00,70.00,72.00,73.00,75.00,76.00,77.00,78.00,79.00,80.00
Rest of Europe,By Equipment Type,Storage Equipment,Storage bins and hoppers,483.00,492.00,501.00,510.00,518.00,529.00,541.00,555.00,568.00,580.00,593.00,606.00,618.00
Rest of Europe,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,305.00,313.00,321.00,328.00,335.00,343.00,352.00,362.00,372.00,381.00,389.00,398.00,406.00
Rest of Europe,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",583.00,593.00,602.00,613.00,625.00,637.00,649.00,660.00,671.00,682.00,694.00,707.00,718.00
Rest of Europe,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,715.00,730.00,746.00,764.00,783.00,802.00,821.00,838.00,855.00,872.00,891.00,909.00,926.00
Rest of Europe,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,"1,425.00","1,470.00","1,517.00","1,564.00","1,607.00","1,649.00","1,691.00","1,738.00","1,791.00","1,845.00","1,900.00","1,953.00","2,001.00"
Rest of Europe,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,603.00,624.00,646.00,670.00,695.00,721.00,747.00,773.00,799.00,825.00,852.00,879.00,905.00
Rest of Europe,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,272.00,276.00,281.00,285.00,289.00,291.00,294.00,297.00,301.00,306.00,310.00,314.00,318.00
Rest of Europe,By Equipment Type,Sorting and Grading Equipment,Optical sorters,169.00,179.00,191.00,203.00,215.00,227.00,240.00,254.00,270.00,287.00,304.00,322.00,340.00
Rest of Europe,By Equipment Type,Sorting and Grading Equipment,Size graders,718.00,739.00,761.00,784.00,805.00,824.00,842.00,860.00,881.00,902.00,923.00,943.00,961.00
Rest of Europe,By Equipment Type,Sorting and Grading Equipment,Weight graders,491.00,507.00,523.00,540.00,556.00,570.00,584.00,599.00,616.00,635.00,654.00,672.00,689.00
Rest of Europe,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,166.00,170.00,174.00,178.00,182.00,186.00,189.00,192.00,195.00,198.00,201.00,204.00,206.00
Rest of Europe,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,19.00,20.00,21.00,22.00,23.00,24.00,24.00,25.00,26.00,27.00,28.00,29.00,30.00
Rest of Europe,By Equipment Type,Thermal Processing Equipment,Roasting systems,461.00,484.00,509.00,534.00,559.00,584.00,609.00,636.00,666.00,699.00,734.00,768.00,803.00
Rest of Europe,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,294.00,302.00,312.00,321.00,330.00,338.00,346.00,355.00,365.00,375.00,386.00,396.00,405.00
